id,dim_0,dim_1,sim_calc_num,point_type,cluster_id
393,78.622002,92.777,9785,-1,[-1]
3646,67.353996,101.311996,9784,-1,[-1]
9236,103.115997,64.57599599999999,9783,-1,[-1]
9465,82.70500200000001,89.319,9782,-1,[-1]
2281,54.111000000000004,109.125,9781,-1,[-1]
2992,83.32,89.42400400000001,9780,-1,[-1]
2208,58.841,107.244003,9779,-1,[-1]
4299,81.14299799999999,92.218002,9778,-1,[-1]
9077,82.63200400000001,90.99299599999999,9777,-1,[-1]
4552,81.736,91.84700000000001,9776,-1,[-1]
5084,65.908997,104.268997,9775,-1,[-1]
6445,100.708,71.991997,9774,-1,[-1]
9993,9.794,123.47200000000001,9773,-1,[-1]
6502,50.810001,113.059998,9772,-1,[-1]
1255,96.880997,77.363998,9771,-1,[-1]
387,65.650002,105.292,9770,-1,[-1]
1758,99.329002,74.566002,9769,-1,[-1]
2374,84.650002,91.606003,9768,-1,[-1]
5224,57.366001000000004,110.879997,9767,-1,[-1]
1005,71.598,102.415001,9766,-1,[-1]
2594,73.977997,100.793999,9765,-1,[-1]
9807,100.259003,75.352997,9764,-1,[-1]
8399,67.385002,105.92600300000001,9763,-1,[-1]
3396,70.378998,104.07399699999999,9762,-1,[-1]
9992,58.061001,111.898003,9761,-1,[-1]
9565,88.005997,90.714996,9760,-1,[-1]
7910,56.858002,113.207001,9759,-1,[-1]
7194,91.612999,87.869003,9758,-1,[-1]
9216,102.179001,75.819,9757,-1,[-1]
3885,104.30100300000001,73.233002,9756,-1,[-1]
3183,80.470001,99.037003,9755,-1,[-1]
4507,102.495003,76.781998,9754,-1,[-1]
5968,70.247002,107.19899699999999,9753,-1,[-1]
6397,59.150002,113.736,9752,-1,[-1]
1334,83.275002,97.813004,9751,-1,[-1]
9079,92.804001,89.609001,9750,-1,[-1]
8468,75.356003,104.83000200000001,9749,-1,[-1]
4679,74.730003,105.852997,9748,-1,[-1]
7932,81.365997,101.002998,9747,-1,[-1]
6064,92.593002,91.009003,9746,-1,[-1]
8331,100.859001,81.947998,9745,-1,[-1]
1827,71.489998,109.096001,9744,-1,[-1]
3910,69.485001,110.584999,9743,-1,[-1]
1024,105.872002,76.864998,9742,-1,[-1]
3415,95.397003,89.82800300000001,9741,-1,[-1]
2809,106.319,76.72399899999999,9740,-1,[-1]
8011,102.15100100000001,82.233002,9739,-1,[-1]
2231,96.86799599999999,88.46399699999999,9738,-1,[-1]
6393,12.464,130.701004,9737,-1,[-1]
6980,32.655998,127.236,9736,-1,[-1]
1872,14.179,130.658997,9735,-1,[-1]
787,107.994003,75.057999,9734,-1,[-1]
9185,81.43,103.566002,9733,-1,[-1]
4588,108.91999799999999,75.471001,9732,-1,[-1]
4748,116.797997,62.874001,9731,-1,[-1]
938,113.246002,69.092003,9730,-1,[-1]
3501,79.991997,105.932999,9729,-1,[-1]
3022,77.466003,107.932999,9728,-1,[-1]
3231,100.566002,87.183998,9727,-1,[-1]
9101,89.79900400000001,98.260002,9726,-1,[-1]
6885,92.818001,95.487999,9725,-1,[-1]
834,114.166,68.586998,9724,-1,[-1]
2104,105.994003,81.689003,9723,-1,[-1]
3983,31.511999,130.261002,9722,-1,[-1]
3938,7.001,134.08500700000002,9721,-1,[-1]
206,89.978996,99.889999,9720,-1,[-1]
2107,102.415001,87.26799799999999,9719,-1,[-1]
6022,88.601997,101.541,9718,-1,[-1]
6820,129.21000700000002,38.800999,9717,-1,[-1]
4664,115.058998,70.587997,9716,-1,[-1]
8999,109.144997,79.592003,9715,-1,[-1]
6997,88.192001,103.001999,9714,-1,[-1]
8240,109.572998,80.041,9713,-1,[-1]
4199,116.820999,69.282997,9712,-1,[-1]
5564,107.399002,83.516998,9711,-1,[-1]
4652,107.488998,83.460999,9710,-1,[-1]
301,108.983002,81.510002,9709,-1,[-1]
2926,100.72200000000001,93.274002,9708,-1,[-1]
9835,111.844002,80.234001,9707,-1,[-1]
2052,99.083,95.623001,9706,-1,[-1]
9121,31.240999,134.188995,9705,-1,[-1]
3031,99.20300300000001,96.121002,9704,-1,[-1]
2076,108.384003,85.649002,9703,-1,[-1]
5439,93.939003,101.302002,9702,-1,[-1]
1751,98.183998,97.224998,9701,-1,[-1]
3152,113.973,78.928001,9700,-1,[-1]
4881,85.336998,109.48700000000001,9699,-1,[-1]
9824,88.052002,107.609001,9698,-1,[-1]
1644,121.14299799999999,68.877998,9697,-1,[-1]
9630,103.264999,94.26799799999999,9696,-1,[-1]
5370,93.933998,103.760002,9695,-1,[-1]
1307,100.410004,97.904999,9694,-1,[-1]
6045,112.015999,84.654999,9693,-1,[-1]
550,92.035004,106.07800300000001,9692,-1,[-1]
3514,121.668999,71.33899699999999,9691,-1,[-1]
8095,101.710999,97.878998,9690,-1,[-1]
8542,98.716003,101.833,9689,-1,[-1]
4064,107.398003,92.721001,9688,-1,[-1]
7269,98.380997,102.29699699999999,9687,-1,[-1]
1541,32.207001,138.320999,9686,-1,[-1]
841,33.428001,138.069,9685,-1,[-1]
6075,29.570999,139.059998,9684,-1,[-1]
3483,98.282997,102.789001,9683,-1,[-1]
7748,95.379997,105.519997,9682,-1,[-1]
5214,108.696999,92.29499799999999,9681,-1,[-1]
6204,120.678001,77.235001,9680,-1,[-1]
8333,28.263,140.76800500000002,9679,-1,[-1]
5659,114.08899699999999,87.272003,9678,-1,[-1]
9704,88.07,113.533997,9677,-1,[-1]
5484,36.508998999999996,138.977005,9676,-1,[-1]
6570,103.745003,99.497002,9675,-1,[-1]
6188,91.672997,110.781998,9674,-1,[-1]
8143,126.80100300000001,68.227997,9673,-1,[-1]
7290,36.299999,139.570999,9672,-1,[-1]
6468,123.530998,74.486,9671,-1,[-1]
3149,91.934998,111.961998,9670,-1,[-1]
2051,117.334,85.002998,9669,-1,[-1]
783,37.458,140.05299399999998,9668,-1,[-1]
9044,102.727997,102.350998,9667,-1,[-1]
3202,40.875999,139.332993,9666,-1,[-1]
9732,119.706001,82.739998,9665,-1,[-1]
9648,23.635,143.621994,9664,-1,[-1]
1110,125.990997,73.056,9663,-1,[-1]
7749,39.166,140.554993,9662,-1,[-1]
7088,34.327,141.917999,9661,-1,[-1]
3310,116.445999,88.09899899999999,9660,-1,[-1]
8348,68.21399699999999,129.227997,9659,-1,[-1]
3243,117.962997,86.387001,9658,-1,[-1]
9208,143.966003,25.908001000000002,9657,-1,[-1]
95,129.201004,68.598,9656,-1,[-1]
4731,43.806000000000004,139.748001,9655,-1,[-1]
2911,32.098999,143.03500400000001,9654,-1,[-1]
8237,17.871,145.610001,9653,-1,[-1]
131,59.145,134.66499299999998,9652,-1,[-1]
2871,27.836,144.621994,9651,-1,[-1]
8476,37.202,142.505005,9650,-1,[-1]
3223,71.686996,129.345993,9649,-1,[-1]
4894,50.861000000000004,138.89300500000002,9648,-1,[-1]
7122,49.889998999999996,139.350998,9647,-1,[-1]
3147,47.453998999999996,140.403,9646,-1,[-1]
5017,39.812,142.942993,9645,-1,[-1]
7407,54.181999,138.419998,9644,-1,[-1]
1560,130.638,71.360001,9643,-1,[-1]
9069,129.03500400000001,75.443001,9642,-1,[-1]
3254,124.976997,82.060997,9641,-1,[-1]
1131,130.283997,73.427002,9640,-1,[-1]
9511,27.886999,146.940994,9639,-1,[-1]
2751,29.121,146.722,9638,-1,[-1]
4900,44.445999,142.882004,9637,-1,[-1]
6671,19.802999,148.477997,9636,-1,[-1]
5436,20.052,148.46000700000002,9635,-1,[-1]
2819,44.091999,143.23100300000002,9634,-1,[-1]
494,53.695999,140.332993,9633,-1,[-1]
8698,133.636993,68.781998,9632,-1,[-1]
234,119.988998,91.217003,9631,-1,[-1]
501,56.216,139.917999,9630,-1,[-1]
1128,132.483994,72.434998,9629,-1,[-1]
8288,125.306999,84.468002,9628,-1,[-1]
8437,77.5,130.033005,9627,-1,[-1]
59,99.839996,113.858002,9626,-1,[-1]
9158,110.431,103.626999,9625,-1,[-1]
7597,61.426998,138.457001,9624,-1,[-1]
6763,32.958,147.888,9623,-1,[-1]
8107,22.172001,150.048996,9622,-1,[-1]
7846,39.049999,146.723007,9621,-1,[-1]
8484,30.316999,148.990005,9620,-1,[-1]
4767,112.302002,102.51799799999999,9619,-1,[-1]
4642,37.688999,147.369003,9618,-1,[-1]
6681,118.99299599999999,94.764,9617,-1,[-1]
11,128.582993,81.59899899999999,9616,-1,[-1]
6407,124.35700200000001,87.908997,9615,-1,[-1]
5306,134.421005,71.70300300000001,9614,-1,[-1]
7415,106.488998,109.052002,9613,-1,[-1]
5073,64.150002,138.916,9612,-1,[-1]
8812,96.920998,118.603996,9611,-1,[-1]
3237,107.594002,109.228996,9610,-1,[-1]
5737,107.185997,109.662003,9609,-1,[-1]
351,40.111999999999995,148.011002,9608,-1,[-1]
226,40.381001,148.067993,9607,-1,[-1]
4023,60.012001,141.32299799999998,9606,-1,[-1]
8882,116.218002,100.384003,9605,-1,[-1]
6281,125.958,88.053001,9604,-1,[-1]
3787,124.422997,90.258003,9603,-1,[-1]
7080,122.22399899999999,93.22200000000001,9602,-1,[-1]
3876,133.205994,76.787003,9601,-1,[-1]
4817,67.891998,138.237,9600,-1,[-1]
4722,24.351,152.156998,9599,-1,[-1]
3680,63.765999,140.28500400000001,9598,-1,[-1]
9953,24.271,152.192993,9597,-1,[-1]
6551,123.146004,92.85700200000001,9596,-1,[-1]
106,127.582001,87.001999,9595,-1,[-1]
2858,107.225998,111.175003,9594,-1,[-1]
5866,130.003006,83.758003,9593,-1,[-1]
7170,125.61200000000001,90.584,9592,-1,[-1]
3685,118.058998,100.32800300000001,9591,-1,[-1]
6479,62.999001,141.875,9590,-1,[-1]
2266,70.554001,138.330994,9589,-1,[-1]
5748,68.902,139.455994,9588,-1,[-1]
450,39.911999,150.513,9587,-1,[-1]
9602,71.813004,138.205994,9586,-1,[-1]
5020,49.653,147.764999,9585,-1,[-1]
3330,57.351002,144.957993,9584,-1,[-1]
6930,19.034000000000002,154.73199499999998,9583,-1,[-1]
9641,20.016001,154.64399699999998,9582,-1,[-1]
1779,111.538002,109.217003,9581,-1,[-1]
1570,107.528999,113.255997,9580,-1,[-1]
2514,47.862999,148.737,9579,-1,[-1]
4992,130.070999,87.028999,9578,-1,[-1]
8343,67.959999,141.33500700000002,9577,-1,[-1]
7375,57.573002,146.005997,9576,-1,[-1]
8045,19.142,155.809006,9575,-1,[-1]
3291,110.559998,111.853996,9574,-1,[-1]
7081,55.712002000000005,147.11099199999998,9573,-1,[-1]
445,58.445,146.639999,9572,-1,[-1]
7490,120.72399899999999,101.783997,9571,-1,[-1]
6159,44.249001,151.582001,9570,-1,[-1]
7124,59.532001,146.38900800000002,9569,-1,[-1]
1138,22.936999999999998,156.423004,9568,-1,[-1]
1897,131.113007,89.095001,9567,-1,[-1]
5980,112.18,112.098,9566,-1,[-1]
8320,126.790001,95.305,9565,-1,[-1]
6288,123.08899699999999,100.894997,9564,-1,[-1]
8182,113.91100300000001,111.182999,9563,-1,[-1]
4162,56.550999,148.807999,9562,-1,[-1]
702,135.501999,83.738998,9561,-1,[-1]
4656,138.748001,78.297997,9560,-1,[-1]
9422,26.143998999999997,157.289001,9559,-1,[-1]
3460,139.03500400000001,78.16100300000001,9558,-1,[-1]
994,113.533997,112.146004,9557,-1,[-1]
8643,143.671997,69.64299799999999,9556,-1,[-1]
5114,126.931,97.01299999999999,9555,-1,[-1]
8756,49.992001,151.78100600000002,9554,-1,[-1]
987,129.098007,94.20099599999999,9553,-1,[-1]
9914,60.351002,148.181,9552,-1,[-1]
3239,128.41499299999998,95.790001,9551,-1,[-1]
7927,55.143002,150.425995,9550,-1,[-1]
74,42.349998,154.636002,9549,-1,[-1]
2224,70.307999,144.132996,9548,-1,[-1]
3610,123.594002,102.192001,9547,-1,[-1]
4896,37.546001000000004,155.917999,9546,-1,[-1]
8846,63.973,147.39300500000002,9545,-1,[-1]
2488,158.51400800000002,27.805999999999997,9544,-1,[-1]
9215,18.528999,159.96400500000001,9543,-1,[-1]
831,29.863001,158.28100600000002,9542,-1,[-1]
4864,72.990997,143.738007,9541,-1,[-1]
5021,156.264999,40.147999,9540,-1,[-1]
8774,67.00700400000001,146.813004,9539,-1,[-1]
8566,127.306,99.195,9538,-1,[-1]
8142,65.945,147.492996,9537,-1,[-1]
500,146.688995,68.014,9536,-1,[-1]
4772,122.636002,105.82800300000001,9535,-1,[-1]
3004,59.900002,150.53999299999998,9534,-1,[-1]
1348,23.197001,160.37399299999998,9533,-1,[-1]
5872,143.044998,76.193001,9532,-1,[-1]
2182,142.261002,77.667,9531,-1,[-1]
8316,121.611,107.461998,9530,-1,[-1]
3829,117.429001,112.038002,9529,-1,[-1]
1716,145.722,71.481003,9528,-1,[-1]
4110,74.067001,144.432999,9527,-1,[-1]
4940,117.30100300000001,112.272003,9526,-1,[-1]
9195,18.983,161.274002,9525,-1,[-1]
9419,52.150002,153.889999,9524,-1,[-1]
7256,125.342003,103.40299999999999,9523,-1,[-1]
8001,57.247002,152.283005,9522,-1,[-1]
5496,72.116997,145.852005,9521,-1,[-1]
7400,117.875,112.191002,9520,-1,[-1]
404,144.095001,75.677002,9519,-1,[-1]
4972,130.009995,98.268997,9518,-1,[-1]
5601,147.024994,70.427002,9517,-1,[-1]
7674,142.276993,79.587997,9516,-1,[-1]
1287,75.99299599999999,144.485001,9515,-1,[-1]
9191,137.03599499999999,88.839996,9514,-1,[-1]
986,24.809998999999998,161.423004,9513,-1,[-1]
4116,85.42400400000001,139.21400500000001,9512,-1,[-1]
503,58.500999,152.58999599999999,9511,-1,[-1]
6173,128.66099499999999,101.03600300000001,9510,-1,[-1]
8842,140.639999,83.611,9509,-1,[-1]
3001,142.53599499999999,80.945,9508,-1,[-1]
7414,139.113998,86.72200000000001,9507,-1,[-1]
1347,133.60600300000002,95.373001,9506,-1,[-1]
3384,146.880997,73.516998,9505,-1,[-1]
7208,19.915001,163.184006,9504,-1,[-1]
8563,148.179993,71.510002,9503,-1,[-1]
7699,121.157997,111.319,9502,-1,[-1]
8691,127.008003,104.614998,9501,-1,[-1]
2206,20.410999,163.542999,9500,-1,[-1]
4366,157.352005,49.118,9499,-1,[-1]
2256,157.011002,50.212002000000005,9498,-1,[-1]
374,138.53100600000002,89.481003,9497,-1,[-1]
1852,40.826,159.796997,9496,-1,[-1]
2159,133.778,96.550003,9495,-1,[-1]
2717,94.842003,135.203995,9494,-1,[-1]
3208,25.367001000000002,163.195007,9493,-1,[-1]
3139,66.847,151.070999,9492,-1,[-1]
7783,31.559998999999998,162.171997,9491,-1,[-1]
1955,28.429001,162.774002,9490,-1,[-1]
7582,31.363001,162.283997,9489,-1,[-1]
8600,122.84899899999999,110.625999,9488,-1,[-1]
7622,140.328995,87.48700000000001,9487,-1,[-1]
9584,126.396004,107.060997,9486,-1,[-1]
1910,85.15100100000001,142.179001,9485,-1,[-1]
5339,154.906998,59.019001,9484,-1,[-1]
6315,143.772995,82.585999,9483,-1,[-1]
2287,157.386002,52.582001,9482,-1,[-1]
8571,122.509003,112.303001,9481,-1,[-1]
9257,84.127998,143.367004,9480,-1,[-1]
9246,90.066002,139.880005,9479,-1,[-1]
7258,124.427002,110.471001,9478,-1,[-1]
5755,30.176001,163.65600600000002,9477,-1,[-1]
4236,124.332001,110.809998,9476,-1,[-1]
810,44.773998,160.513,9475,-1,[-1]
4073,58.493999,156.076996,9474,-1,[-1]
1370,78.321999,147.365997,9473,-1,[-1]
196,68.316002,152.404007,9472,-1,[-1]
3012,27.033001000000002,164.820007,9471,-1,[-1]
2696,66.711998,153.169998,9470,-1,[-1]
1154,128.317001,107.469002,9469,-1,[-1]
8741,94.499001,138.341003,9468,-1,[-1]
3253,73.300003,150.979004,9467,-1,[-1]
6462,152.134003,71.102997,9466,-1,[-1]
5541,145.078003,84.69899699999999,9465,-1,[-1]
6335,138.475006,95.156998,9464,-1,[-1]
2191,152.261993,71.196999,9463,-1,[-1]
4675,68.996002,153.317001,9462,-1,[-1]
3469,126.716003,110.5,9461,-1,[-1]
101,150.483002,75.369003,9460,-1,[-1]
9113,139.994995,93.57,9459,-1,[-1]
7491,71.837997,152.459,9458,-1,[-1]
5674,65.616997,155.279999,9457,-1,[-1]
618,124.59700000000001,113.790001,9456,-1,[-1]
4135,20.867001000000002,167.455002,9455,-1,[-1]
2215,39.661999,164.313995,9454,-1,[-1]
3432,134.134995,102.903999,9453,-1,[-1]
4676,72.447998,153.100998,9452,-1,[-1]
2465,36.666,165.397995,9451,-1,[-1]
8311,158.901001,59.012001,9450,-1,[-1]
1147,46.757999,163.164001,9449,-1,[-1]
2760,143.85600300000002,90.405998,9448,-1,[-1]
9429,151.858994,76.226997,9447,-1,[-1]
8064,143.313004,91.352997,9446,-1,[-1]
9464,60.983002,158.638,9445,-1,[-1]
2602,96.811996,139.725006,9444,-1,[-1]
6287,21.377001,168.64300500000002,9443,-1,[-1]
9153,94.281998,141.46000700000002,9442,-1,[-1]
6648,153.061996,74.210999,9441,-1,[-1]
5246,90.445,144.153,9440,-1,[-1]
9526,24.745001000000002,168.548004,9439,-1,[-1]
5760,149.255997,82.26299999999999,9438,-1,[-1]
1445,41.619999,165.417007,9437,-1,[-1]
9631,95.79499799999999,141.151993,9436,-1,[-1]
1278,126.343002,114.66999799999999,9435,-1,[-1]
3069,39.332001,166.041,9434,-1,[-1]
7260,64.904999,157.923996,9433,-1,[-1]
