id,dim_0,dim_1,sim_calc_num,point_type,cluster_id
713,109.321,138.094,2843,-1,[-1]
847,83.227,155.623,2842,-1,[-1]
818,90.80799999999999,151.571,2841,-1,[-1]
984,24.943,175.09,2840,-1,[-1]
2002,162.00799999999998,73.11399999999999,2839,-1,[-1]
974,38.006,173.67,2838,-1,[-1]
885,74.236,161.736,2837,-1,[-1]
963,46.272,172.56099999999998,2836,-1,[-1]
845,89.29700000000001,155.491,2835,-1,[-1]
827,93.42,153.06799999999998,2834,-1,[-1]
2266,141.028,110.82799999999999,2833,-1,[-1]
985,38.696,175.22400000000002,2832,-1,[-1]
1011,28.355,177.21200000000002,2831,-1,[-1]
757,107.021,144.256,2830,-1,[-1]
1000,35.236,176.364,2829,-1,[-1]
859,84.786,158.792,2828,0,[2]
2179,151.36,97.46700000000001,2827,-1,[-1]
1022,27.104,179.199,2826,-1,[-1]
821,99.609,151.894,2825,-1,[-1]
1010,42.662,176.90900000000002,2824,-1,[-1]
2107,158.96200000000002,88.723,2823,-1,[-1]
938,68.68,169.236,2822,0,[4]
1035,21.409000000000002,181.389,2821,-1,[-1]
2051,164.547,79.60300000000001,2820,-1,[-1]
877,86.835,161.03799999999998,2819,1,[2]
971,58.823,173.44400000000002,2818,-1,[-1]
894,83.795,163.025,2817,0,[2]
947,66.539,170.91,2816,0,[4]
776,109.93799999999999,146.879,2815,-1,[-1]
916,77.896,166.356,2814,-1,[-1]
889,87.458,162.04399999999998,2813,0,[2]
2118,160.63299999999998,90.148,2812,-1,[-1]
854,95.50399999999999,157.555,2811,-1,[-1]
2283,144.907,113.889,2810,-1,[-1]
1040,30.773000000000003,182.051,2809,1,[3]
1043,29.241999999999997,182.93099999999998,2808,0,[3]
802,110.273,148.951,2807,-1,[-1]
960,69.475,172.23,2806,1,[4]
1013,55.027,177.40599999999998,2805,-1,[-1]
1046,33.045,182.99200000000002,2804,1,[3]
2005,170.891,73.995,2803,-1,[-1]
769,115.795,145.864,2802,-1,[-1]
940,77.167,169.545,2801,-1,[-1]
1051,33.585,183.373,2800,1,[3]
1032,45.317,181.05599999999998,2799,-1,[-1]
1036,44.413999999999994,181.393,2798,-1,[-1]
1053,36.257,183.69799999999998,2797,0,[3]
727,125.125,139.991,2796,-1,[-1]
926,85.37200000000001,167.791,2795,-1,[-1]
990,67.553,175.725,2794,0,[4]
1050,44.019,183.25400000000002,2793,-1,[-1]
2199,159.43,101.15700000000001,2792,0,[5]
870,101.08200000000001,159.803,2791,-1,[-1]
1012,65.88600000000001,177.31900000000002,2790,-1,[-1]
1039,52.622,181.916,2789,-1,[-1]
2272,152.64,112.135,2788,-1,[-1]
2214,159.945,102.417,2787,0,[5]
2286,151.554,114.535,2786,-1,[-1]
822,113.92299999999999,152.089,2785,-1,[-1]
2009,174.767,74.719,2784,-1,[-1]
949,82.64200000000001,171.22,2783,-1,[-1]
2134,167.107,91.329,2782,0,[6]
2187,163.495,98.35799999999999,2781,0,[5]
995,73.792,175.984,2780,-1,[-1]
976,80.212,173.90400000000002,2779,-1,[-1]
1026,64.779,180.357,2778,-1,[-1]
2218,161.741,102.86,2777,1,[5]
2078,172.47299999999998,83.81700000000001,2776,-1,[-1]
753,126.689,144.08100000000002,2775,-1,[-1]
2106,170.37,88.633,2774,0,[6]
803,121.65799999999999,148.967,2773,-1,[-1]
2068,173.988,82.14299999999999,2772,-1,[-1]
2275,156.55200000000002,112.412,2771,-1,[-1]
1021,72.11399999999999,179.025,2770,-1,[-1]
837,117.094,154.336,2769,-1,[-1]
2129,171.044,91.052,2768,1,[6]
2202,165.358,101.51899999999999,2767,1,[5]
915,100.396,166.044,2766,1,[7]
903,103.29299999999999,164.521,2765,1,[7]
2207,165.878,101.694,2764,1,[5]
2249,162.565,108.361,2763,-1,[-1]
917,102.60799999999999,166.43900000000002,2762,1,[7]
904,105.712,164.575,2761,0,[7]
2287,157.445,116.146,2760,-1,[-1]
2058,178.396,81.042,2759,-1,[-1]
945,96.634,170.521,2758,-1,[-1]
2093,176.354,86.404,2757,-1,[-1]
2200,168.41099999999997,101.163,2756,0,[5]
848,120.241,155.65200000000002,2755,-1,[-1]
935,101.66799999999999,168.905,2754,1,[7]
2136,174.94299999999998,91.396,2753,0,[6]
767,133.514,145.516,2752,-1,[-1]
1005,88.706,176.685,2751,-1,[-1]
2167,172.993,95.744,2750,-1,[-1]
719,140.83700000000002,139.14600000000002,2749,-1,[-1]
717,142.07,138.726,2748,-1,[-1]
2132,176.423,91.27799999999999,2747,-1,[-1]
936,104.87200000000001,169.065,2746,1,[7]
902,112.369,164.192,2745,-1,[-1]
835,126.95299999999999,153.559,2744,-1,[-1]
2036,184.225,77.736,2743,-1,[-1]
2054,183.27900000000002,80.50399999999999,2742,-1,[-1]
2188,175.28099999999998,98.624,2741,-1,[-1]
846,127.743,155.523,2740,-1,[-1]
952,106.23299999999999,171.58,2739,1,[7]
1994,188.685,71.89699999999999,2738,-1,[-1]
1965,190.483,68.48100000000001,2737,-1,[-1]
956,108.13799999999999,171.709,2736,0,[7]
983,103.20100000000001,174.763,2735,0,[7]
2046,187.05,79.109,2734,-1,[-1]
2149,180.99900000000002,93.37100000000001,2733,-1,[-1]
988,104.34700000000001,175.611,2732,0,[7]
2148,182.34599999999998,93.09,2731,-1,[-1]
957,112.928,171.78,2730,-1,[-1]
1042,94.303,182.798,2729,-1,[-1]
763,146.461,144.838,2728,-1,[-1]
928,119.7,167.84799999999998,2727,-1,[-1]
939,118.06,169.27900000000002,2726,-1,[-1]
955,114.928,171.68900000000002,2725,-1,[-1]
2137,185.274,91.51,2724,-1,[-1]
924,123.855,167.463,2723,-1,[-1]
1017,108.602,178.09099999999998,2722,-1,[-1]
996,112.79700000000001,176.11700000000002,2721,-1,[-1]
825,143.626,152.655,2720,-1,[-1]
789,148.916,147.787,2719,-1,[-1]
2025,195.407,76.619,2718,-1,[-1]
829,145.683,153.144,2717,-1,[-1]
921,130.608,166.997,2716,-1,[-1]
1007,118.736,176.804,2715,-1,[-1]
2260,182.642,110.55,2714,-1,[-1]
1996,201.27200000000002,72.19,2713,-1,[-1]
2225,187.762,103.601,2712,-1,[-1]
2041,199.753,78.471,2711,-1,[-1]
930,133.02100000000002,168.507,2710,-1,[-1]
858,144.545,158.753,2709,-1,[-1]
781,157.097,147.095,2708,0,[8]
2168,192.915,95.77600000000001,2707,-1,[-1]
830,152.194,153.153,2706,-1,[-1]
771,159.347,146.43,2705,1,[8]
819,154.971,151.627,2704,0,[8]
810,156.89,150.131,2703,1,[8]
973,131.722,173.65900000000002,2702,-1,[-1]
862,149.609,159.203,2701,-1,[-1]
887,147.042,161.861,2700,-1,[-1]
723,168.274,139.703,2699,-1,[-1]
2006,206.398,74.27600000000001,2698,-1,[-1]
2228,193.37099999999998,103.796,2697,-1,[-1]
989,132.259,175.665,2696,-1,[-1]
805,161.89,149.204,2695,0,[8]
2081,203.77,84.20299999999999,2694,-1,[-1]
953,139.78799999999998,171.6,2693,-1,[-1]
997,137.028,176.21,2692,-1,[-1]
746,172.605,141.876,2691,-1,[-1]
2242,197.053,106.12899999999999,2690,-1,[-1]
2116,205.34400000000002,89.501,2689,0,[9]
2015,211.502,75.51899999999999,2688,-1,[-1]
843,162.761,154.815,2687,0,[10]
1961,216.03799999999998,64.569,2686,-1,[-1]
2277,196.111,112.736,2685,-1,[-1]
1025,137.96200000000002,179.734,2684,-1,[-1]
2182,204.796,97.934,2683,-1,[-1]
1002,142.814,176.485,2682,-1,[-1]
1047,135.319,182.99900000000002,2681,-1,[-1]
2010,214.988,74.723,2680,-1,[-1]
770,174.845,146.047,2679,-1,[-1]
852,164.988,157.222,2678,0,[10]
2122,209.75900000000001,90.274,2677,1,[9]
893,160.061,162.91899999999998,2676,-1,[-1]
1973,217.701,69.131,2675,-1,[-1]
855,165.92,157.885,2674,1,[10]
2280,199.195,113.67200000000001,2673,-1,[-1]
2070,214.795,82.535,2672,-1,[-1]
2198,207.39700000000002,100.795,2671,-1,[-1]
1003,148.332,176.609,2670,-1,[-1]
966,153.13,172.988,2669,-1,[-1]
808,176.21900000000002,149.93200000000002,2668,-1,[-1]
2112,214.032,89.258,2667,1,[9]
922,161.047,167.032,2666,-1,[-1]
2138,213.28099999999998,91.53299999999999,2665,1,[9]
2234,207.05,105.296,2664,-1,[-1]
1014,150.243,177.47299999999998,2663,-1,[-1]
873,169.86700000000002,160.045,2662,0,"[10, 11]"
2238,208.62400000000002,105.845,2661,-1,[-1]
2039,220.875,78.13,2660,-1,[-1]
863,171.963,159.266,2659,1,[11]
796,181.293,148.63299999999998,2658,-1,[-1]
850,174.166,156.988,2657,1,[11]
2121,216.69299999999998,90.176,2656,0,[9]
726,188.524,139.94,2655,0,[12]
2072,219.699,83.054,2654,-1,[-1]
814,180.84400000000002,150.826,2653,-1,[-1]
910,168.94099999999997,165.50599999999997,2652,-1,[-1]
993,158.27,175.847,2651,-1,[-1]
927,166.915,167.804,2650,-1,[-1]
1963,226.852,68.191,2649,-1,[-1]
878,175.183,161.289,2648,1,[11]
760,189.235,144.589,2647,1,[12]
868,177.49599999999998,159.542,2646,1,[11]
1048,153.696,183.013,2645,-1,[-1]
764,190.41,144.839,2644,1,[12]
2184,218.354,98.038,2643,-1,[-1]
720,194.828,139.209,2642,-1,[-1]
867,178.892,159.417,2641,0,[11]
2180,218.97099999999998,97.70100000000001,2640,-1,[-1]
999,163.388,176.343,2639,-1,[-1]
1968,231.062,68.763,2638,-1,[-1]
937,173.335,169.13400000000001,2637,-1,[-1]
853,184.554,157.526,2636,-1,[-1]
2146,224.47299999999998,92.762,2635,-1,[-1]
787,193.748,147.43,2634,1,[12]
1986,233.19099999999997,71.16,2633,-1,[-1]
1016,167.605,177.919,2632,-1,[-1]
724,200.69799999999998,139.846,2631,-1,[-1]
820,192.115,151.814,2630,1,[12]
872,185.582,159.981,2629,-1,[-1]
2285,216.907,114.34299999999999,2628,-1,[-1]
2110,228.55900000000003,89.15299999999999,2627,-1,[-1]
735,201.416,140.704,2626,-1,[-1]
2244,221.783,106.579,2625,-1,[-1]
839,191.668,154.569,2624,0,[12]
797,196.535,148.65200000000002,2623,0,[12]
907,183.048,165.25,2622,-1,[-1]
721,203.609,139.329,2621,-1,[-1]
2091,231.815,86.061,2620,-1,[-1]
2160,229.30200000000002,94.68,2619,-1,[-1]
933,181.949,168.674,2618,0,[13]
970,178.03400000000002,173.382,2617,1,[13]
986,176.64700000000002,175.237,2616,1,[13]
1008,175.481,176.817,2615,1,[13]
1024,173.638,179.555,2614,1,[13]
2097,234.676,86.8,2613,-1,[-1]
959,182.58700000000002,172.145,2612,1,[13]
1019,177.36,178.535,2611,1,[13]
2278,224.993,112.87700000000001,2610,-1,[-1]
2265,226.114,110.82600000000001,2609,-1,[-1]
1982,242.24200000000002,70.84,2608,-1,[-1]
987,183.55900000000003,175.46200000000002,2607,1,[13]
841,202.12400000000002,154.64600000000002,2606,-1,[-1]
817,205.088,151.435,2605,-1,[-1]
991,185.12900000000002,175.734,2604,1,[13]
2224,233.505,103.258,2603,1,[14]
793,207.832,148.335,2602,-1,[-1]
978,186.873,174.213,2601,1,[13]
2175,236.93900000000002,96.54700000000001,2600,1,[14]
2252,232.675,108.73,2599,0,[14]
975,189.678,173.88299999999998,2598,1,[13]
934,194.43,168.704,2597,0,[13]
2211,236.33,102.28399999999999,2596,1,[14]
2203,237.31799999999998,101.524,2595,1,[14]
2185,238.965,98.24600000000001,2594,1,[14]
2201,237.872,101.48700000000001,2593,1,[14]
2032,247.06799999999998,77.082,2592,0,[16]
2245,235.862,106.819,2591,1,[14]
749,216.062,142.694,2590,1,[15]
992,190.988,175.787,2589,1,[13]
2205,240.2,101.601,2588,1,[14]
838,210.203,154.483,2587,0,[17]
964,195.63,172.61700000000002,2586,1,[13]
738,219.61599999999999,140.885,2585,1,[15]
2063,247.94299999999998,81.57600000000001,2584,1,[16]
1976,251.889,69.384,2583,-1,[-1]
2073,248.96400000000003,83.42299999999999,2582,1,[16]
761,219.13099999999997,144.7,2581,1,[15]
2152,245.298,93.73299999999999,2580,-1,[-1]
783,217.515,147.19899999999998,2579,0,[15]
1988,253.06900000000002,71.225,2578,-1,[-1]
2057,250.365,81.036,2577,1,[16]
2192,243.78,99.689,2576,0,[14]
851,211.44099999999997,157.20600000000002,2575,1,[17]
958,199.887,171.887,2574,0,[13]
871,209.678,159.871,2573,1,[17]
2240,241.581,106.008,2572,1,[14]
2033,253.91,77.438,2571,0,[16]
739,225.11,140.915,2570,1,[15]
2262,243.13,110.616,2569,0,[14]
2049,255.24,79.41,2568,1,[16]
1045,195.157,182.953,2567,-1,[-1]
2079,254.236,84.09700000000001,2566,1,[16]
807,223.041,149.482,2565,0,[15]
1962,259.969,68.072,2564,-1,[-1]
752,227.643,143.225,2563,1,[15]
886,215.083,161.737,2562,1,[17]
1037,198.94099999999997,181.503,2561,-1,[-1]
2254,246.555,109.60700000000001,2560,-1,[-1]
734,230.524,140.512,2559,0,[15]
800,225.579,148.841,2558,1,[15]
923,213.04,167.18900000000002,2557,0,[17]
981,207.33900000000003,174.49200000000002,2556,0,[18]
792,228.218,148.267,2555,1,[15]
874,220.62,160.15200000000002,2554,0,[17]
1974,264.302,69.184,2553,-1,[-1]
1027,206.37,180.453,2552,1,[18]
1049,205.88400000000001,183.19299999999998,2551,0,[18]
1015,210.645,177.815,2550,1,[18]
954,217.06799999999998,171.64,2549,-1,[-1]
816,232.394,151.075,2548,0,"[15, 20]"
901,224.269,164.092,2547,-1,[-1]
2186,260.378,98.251,2546,1,[19]
754,238.139,144.096,2545,0,[20]
1029,212.71,180.665,2544,0,[18]
804,236.113,149.196,2543,1,[20]
2221,259.747,102.947,2542,1,[19]
2174,262.497,96.38600000000001,2541,1,[19]
2008,269.955,74.645,2540,-1,[-1]
2089,267.122,85.436,2539,-1,[-1]
2208,261.697,101.72,2538,1,[19]
2251,259.006,108.686,2537,1,[19]
775,239.572,146.80100000000002,2536,1,[20]
2284,257.113,113.89299999999999,2535,0,[19]
737,246.043,140.806,2534,0,[20]
1985,275.25,71.139,2533,0,[23]
756,246.255,144.218,2532,1,[20]
2161,269.226,94.85700000000001,2531,1,[19]
2194,267.519,99.88600000000001,2530,1,[19]
2258,263.578,110.154,2529,0,[19]
1117,120.182,259.236,2528,0,[22]
1160,108.035,264.541,2527,0,[22]
2193,268.029,99.76299999999999,2526,1,[19]
729,249.584,140.167,2525,0,[20]
1175,105.735,266.323,2524,0,[22]
2165,270.629,95.601,2523,1,[19]
795,245.657,148.563,2522,1,[20]
2141,271.966,92.03299999999999,2521,1,[19]
1282,59.41,280.906,2520,-1,[-1]
951,230.89700000000002,171.483,2519,1,[21]
1992,278.585,71.559,2518,0,[23]
2044,276.967,78.98899999999999,2517,-1,[-1]
865,240.497,159.38,2516,-1,[-1]
1176,112.038,266.481,2515,1,[22]
1269,78.93,278.73900000000003,2514,-1,[-1]
929,235.718,168.42700000000002,2513,1,[21]
856,243.305,157.964,2512,-1,[-1]
1139,124.82,261.86400000000003,2511,0,[22]
1158,119.521,264.342,2510,1,[22]
944,234.843,170.407,2509,1,[21]
2126,276.08799999999997,90.62899999999999,2508,1,[19]
1999,281.39799999999997,72.732,2507,1,[23]
965,233.965,172.782,2506,1,[21]
1114,132.612,258.952,2505,-1,[-1]
826,247.59599999999998,152.793,2504,1,[20]
2206,272.841,101.61200000000001,2503,1,[19]
1115,133.285,258.973,2502,-1,[-1]
1079,145.695,252.222,2501,-1,[-1]
1089,142.20600000000002,254.36700000000002,2500,0,[25]
1306,66.523,283.79900000000004,2499,-1,[-1]
2222,273.514,102.993,2498,0,[19]
1300,73.189,283.025,2497,-1,[-1]
1313,66.209,284.82099999999997,2496,0,[24]
1217,107.208,272.741,2495,1,[22]
1977,284.77,69.565,2494,0,[23]
1336,52.622,289.03700000000003,2493,-1,[-1]
1238,103.443,275.113,2492,0,[22]
730,258.339,140.262,2491,-1,[-1]
1199,116.118,270.099,2490,1,[22]
1200,116.917,270.293,2489,1,[22]
1350,43.668,291.399,2488,-1,[-1]
2062,283.176,81.482,2487,1,[19]
2288,271.068,116.208,2486,-1,[-1]
1224,111.92,273.059,2485,1,[22]
1332,61.673,288.598,2484,1,[24]
840,251.43200000000002,154.58700000000002,2483,1,[20]
1159,131.309,264.388,2482,-1,[-1]
811,253.99900000000002,150.452,2481,1,[20]
2158,279.95,94.095,2480,1,[19]
2071,284.032,83.041,2479,1,[19]
2162,280.481,94.905,2478,1,[19]
836,252.93,154.284,2477,1,[20]
798,256.303,148.66,2476,1,[20]
1090,151.415,254.81099999999998,2475,-1,[-1]
779,257.54900000000004,146.929,2474,1,[20]
2144,282.125,92.573,2473,1,[19]
1308,87.17200000000001,284.134,2472,-1,[-1]
1131,143.269,260.41900000000004,2471,1,[25]
900,248.38400000000001,163.702,2470,0,[20]
1023,237.357,179.362,2469,0,[27]
866,251.23,159.384,2468,1,[20]
1150,138.85399999999998,263.312,2467,0,[25]
2094,284.96,86.52799999999999,2466,1,[19]
1352,62.382,291.55400000000003,2465,1,[24]
785,259.314,147.327,2464,1,[20]
1362,57.86,293.158,2463,1,[24]
1264,109.286,278.22900000000004,2462,1,[22]
1302,94.959,283.585,2461,1,[26]
2113,285.57,89.352,2460,1,[19]
1333,78.62100000000001,288.802,2459,-1,[-1]
1364,60.88,293.369,2458,1,[24]
1251,113.75,277.192,2457,0,[22]
2055,289.186,80.51100000000001,2456,0,[19]
1310,95.734,284.532,2455,1,[26]
1379,34.687,298.645,2454,0,[30]
1171,141.203,265.822,2453,0,[25]
782,262.925,147.195,2452,1,[20]
1034,240.801,181.178,2451,1,[27]
806,261.67900000000003,149.472,2450,1,[20]
998,244.46599999999998,176.28799999999998,2449,1,[27]
2281,279.222,113.84100000000001,2448,-1,[-1]
1073,168.78400000000002,250.097,2447,1,[28]
1086,164.143,253.34799999999998,2446,1,[28]
1981,293.519,70.663,2445,-1,[-1]
1365,72.17399999999999,293.497,2444,-1,[-1]
1319,97.786,286.274,2443,1,[26]
1388,22.648000000000003,301.845,2442,-1,[-1]
1080,167.27200000000002,252.347,2441,1,[28]
2172,287.144,96.09899999999999,2440,1,[19]
1298,108.523,282.87,2439,0,"[22, 26]"
1382,43.395,300.13599999999997,2438,0,[31]
1146,151.888,262.644,2437,1,[29]
1380,50.431999999999995,299.39099999999996,2436,0,[31]
2099,290.86,87.39,2435,1,[19]
1091,164.9,255.03900000000002,2434,1,[28]
1390,30.151999999999997,302.263,2433,0,[30]
942,251.972,170.08599999999998,2432,0,[27]
1145,153.31,262.628,2431,1,[29]
1378,58.091,298.559,2430,0,[24]
2145,289.827,92.74799999999999,2429,1,[19]
766,268.27099999999996,144.971,2428,0,[20]
1320,105.21,286.344,2427,1,[26]
743,270.289,141.447,2426,-1,[-1]
1342,96.34700000000001,289.895,2425,1,[26]
1397,36.368,303.323,2424,1,[30]
932,254.791,168.611,2423,-1,[-1]
994,250.355,175.979,2422,1,[27]
1031,247.264,180.768,2421,1,[27]
